Timestamp,Model,Optimizer,Batch_Size,Layer_Config,Dropout,Fine_Tune_At,LR_Phase_1,Epochs_P1,LR_Phase_2,Epochs_P2,Label_Smoothing,Use_Class_Weights,Accuracy,Val_Acc_P1,Val_Acc_P2,Avg_Confidence,Min_Confidence,Std_Confidence,Confusion_Matrix,Class_Kelas 1_Prec,Class_Kelas 1_Rec,Class_Kelas 1_F1,Class_Kelas 2_Prec,Class_Kelas 2_Rec,Class_Kelas 2_F1,Class_Kelas 3_Prec,Class_Kelas 3_Rec,Class_Kelas 3_F1,Class_Kelas 4_Prec,Class_Kelas 4_Rec,Class_Kelas 4_F1
2026-01-30 15:06:29,ResNet18 (Custom),Adam,32,"[256, 128]",0.5,40,0.001,40,0.0001,30,0,True,0.3182,0.1832,0.3893,0.342,0.2628,0.1411,"[[15, 5, 7, 1], [28, 14, 10, 3], [11, 14, 8, 2], [3, 3, 3, 5]]",0.2632,0.5357,0.3529,0.3889,0.2545,0.3077,0.2857,0.2286,0.254,0.4545,0.3571,0.4
2026-01-30 22:18:56,ResNet18 (Custom),Adam,32,"[512, 256]",0.5,20,0.001,50,0.0005,50,0,True,0.2197,0.1832,0.1069,0.3308,0.2636,0.0507,"[[10, 3, 1, 14], [4, 4, 5, 42], [2, 1, 3, 29], [1, 0, 1, 12]]",0.5882,0.3571,0.4444,0.5,0.0727,0.127,0.3,0.0857,0.1333,0.1237,0.8571,0.2162
