Trial_No,Timestamp,Use_Corong,Focal_Loss_Gamma,Learning_Rate,Batch_Size,Dense_Units,Dropout_Rate,Optimizer,Avg_Accuracy
0,2026-06-04 19:59:16,False,2,0.0005,16,256,0.3,RMSprop,38.0
1,2026-06-04 21:03:52,True,2,5e-05,32,128,0.4,Adam,41.19
2,2026-06-04 21:38:33,False,1,0.0005,32,128,0.2,RMSprop,47.47
3,2026-06-04 22:03:09,False,0,0.0005,16,128,0.3,Adam,47.8
